nameseq,k1,k2,k3,label
Zosma04g21710.1,1.962106803775508,3.8736137837118725,5.700567532429985,1
Zosma01g31800.1,1.973012903323868,3.9173690396540786,5.836891941326621,1
Zosma04g06170.1,1.9896841358543857,3.9450528588205778,5.859995254773715,1
Zosma05g25300.1,1.9905647816265655,3.9293828357437985,5.84094223281862,1
Zosma01g05950.1,1.9778811242649121,3.9189511668449644,5.79963241410384,1
Zosma05g07060.1,1.9823260449401678,3.9270530331486895,5.84772430213834,1
Zosma04g21650.1,1.9752123769140582,3.8760225616690005,5.709385816028873,1
Zosma03g07230.1,1.9775982247795896,3.896672054294067,5.77518022302613,1
Zosma02g03450.1,1.9903943703588136,3.9398454572897084,5.796660178206258,1
Zosma06g00340.1,1.9907103314115466,3.9619421667776225,5.911285615858475,1
Zosma05g17900.1,1.967011600688882,3.9030001737309608,5.794933383687623,1
Zosma01g32820.1,1.9814189200389567,3.921681382451203,5.8313655649327325,1
Zosma136g00020.1,1.939272079405565,3.8378370842238643,5.692514131047465,1
Zosma03g00070.1,1.9904782294646575,3.9202461190514954,5.81170691373819,1
Zosma05g29270.1,1.9531973773840998,3.87731167381448,5.771676374248353,1
Zosma04g10440.1,1.9172948832916787,3.780190261851247,5.412637625324012,1
Zosma06g29380.1,1.9855289492984622,3.920362129959813,5.78782093926849,1
Zosma07g03830.1,1.9592914100278085,3.8943043234054016,5.785697296040004,1
Zosma01g32540.1,1.946826167817662,3.848881087266704,5.731741936721508,1
Zosma05g32510.1,1.9934475923358614,3.9550609558984293,5.871270906322292,1
Zosma05g15800.1,1.998677344359757,3.9593701122577243,5.872578518494475,1
Zosma05g19540.1,1.9642445707109104,3.8844941452975648,5.783257606249667,1
Zosma06g03100.1,1.998233575639842,3.954833199238287,5.834373561304897,1
Zosma07g03460.1,1.9329275082888686,3.8342307985213506,5.699285177860255,1
Zosma06g15790.1,1.9587729785486925,3.86313008219709,5.700577158164387,1
Zosma06g07730.1,1.9354210028629253,3.808456068322499,5.636301951826035,1
Zosma04g19550.1,1.9863189110670307,3.954948046725276,5.911796170302857,1
Zosma02g06920.1,1.9869218359197107,3.8546483793503046,5.64298408661463,1
Zosma07g00780.1,1.9789285285863811,3.934491186198569,5.867822523659129,1
Zosma03g26670.1,1.973127364120614,3.898273701383421,5.791884767053601,1
Zosma05g08880.1,1.9802987159366132,3.9160786276229897,5.6919832832782316,1
Zosma838g00220.1,1.926218473546942,3.8212143859739394,5.599609925895981,1
Zosma03g27900.1,1.975739355175643,3.9129061435333385,5.789577097757628,1
Zosma04g14110.1,1.9269332086337265,3.8221710664654736,5.689160520420482,1
Zosma03g24760.1,1.9782596799785275,3.9325469845320584,5.836170305663469,1
Zosma05g12650.1,1.984852240244138,3.9170896373834045,5.814940406538555,1
Zosma01g16380.1,1.9874125413397103,3.943562017924207,5.861605587867745,1
Zosma06g27060.1,1.940347443315674,3.856807894013647,5.752126900486731,1
Zosma06g30770.1,1.9581221902227428,3.8431977378071487,5.498959528934412,1
Zosma29g00080.1,1.947388154209118,3.8647192937190975,5.751852058811676,1
Zosma06g05790.1,1.9798007603022354,3.9211543966718736,5.8287864939054215,1
Zosma04g25590.1,1.9696478259976997,3.898903862019653,5.80676117610369,1
Zosma03g32350.1,1.9477860143327268,3.8326481722591423,5.581407509939117,1
Zosma07g02810.1,1.9563876097011672,3.895206871133187,5.798868716634369,1
Zosma02g14860.1,1.9729972624158647,3.894623040454182,5.790677056936708,1
Zosma03g20440.1,1.960896336424536,3.8869150315983827,5.796344652248209,1
Zosma01g29260.1,1.9982122800789466,3.9633045700929284,5.9000790484528896,1
Zosma01g10020.1,1.9607510420552856,3.871877748928956,5.707450567849924,1
Zosma02g11480.1,1.9949129741802634,3.978268194098516,5.913648797265634,1
Zosma06g02840.1,1.9797754461909738,3.9356375604883063,5.87667902041411,1
Zosma05g24340.1,1.9946266909563795,3.97738393322996,5.936652196713874,1
Zosma1151g00040.1,1.9768675237337876,3.8778233008991556,5.7116187211744505,1
Zosma04g23120.1,1.9727784517893892,3.8992312026932923,5.78538913501931,1
Zosma02g06470.1,1.9523472422005064,3.828071958280213,5.638399828040358,1
Zosma01g03010.1,1.9936357066535169,3.950023337955451,5.880897526600058,1
Zosma01g20160.1,1.9948408271353801,3.958669398060698,5.8908465034340205,1
Zosma02g01870.1,1.9969403533653507,3.964297354251714,5.898026644630733,1
Zosma02g05100.1,1.9992613382495281,3.9853369438064754,5.95002548953042,1
Zosma03g26200.1,1.978826870197506,3.932958328084015,5.866373044009553,1
Zosma05g29450.1,1.9830977718570313,3.939593624324009,5.7800410292553845,1
Zosma01g27240.1,1.9733062868126465,3.9023613264463184,5.80477429090573,1
Zosma05g21610.1,1.9813440646358649,3.8888561603742224,5.735149360653082,1
Zosma06g21870.1,1.9451670783059514,3.874313073857633,5.773109233904786,1
Zosma05g08260.1,1.9777275061440416,3.9243918178002937,5.853439920452273,1
Zosma03g03370.1,1.9445565050457436,3.856639495551403,5.732676064702888,1
Zosma05g02080.1,1.9837903969190154,3.9397259694485536,5.876701946310185,1
Zosma01g36520.1,1.9696749969209102,3.904810682550244,5.814098928496218,1
Zosma01g33600.1,1.994057014970418,3.9642997938686935,5.904431674174889,1
Zosma06g11490.1,1.978870260861143,3.9041375488189267,5.717845125674861,1
Zosma02g18560.1,1.981743724408927,3.9345988169436343,5.86808296700677,1
Zosma05g24700.1,1.9121901310030218,3.7380190290896835,5.454919080211328,1
Zosma03g26900.1,1.9800157956649604,3.927635513845939,5.83741419633475,1
Zosma03g08060.1,1.9622455245462744,3.886465920929069,5.784219971078668,1
Zosma03g33550.1,1.967421603021219,3.9017927256840315,5.816926457062634,1
Zosma06g22320.1,1.9828773395357344,3.9127791540638617,5.81093506946218,1
Zosma06g23410.1,1.9834685803526533,3.926716396432497,5.81630906540759,1
Zosma06g18200.1,1.9682847131451457,3.899371250867596,5.8030893485217065,1
Zosma06g03880.1,1.9534386591068316,3.886826331538001,5.7947328574784995,1
Zosma01g19460.1,1.9715021216956563,3.925086959075646,5.847266438369958,1
Zosma03g23470.1,1.9819736520781803,3.9452022741774604,5.847994752156021,1
Zosma06g10260.1,1.9972729867888204,3.945071081964989,5.837746322553909,1
Zosma03g08840.1,1.9577508661339198,3.8640982727297377,5.746479314573629,1
Zosma01g42590.1,1.9744293424879824,3.920450476557821,5.831155489478533,1
Zosma03g04940.1,1.9660156009147756,3.896880886914802,5.786974811953933,1
Zosma06g12910.1,1.8961577428823504,3.7214773871382705,5.453891208154877,1
Zosma03g29110.1,1.9995552173181355,3.936597755700006,5.785931799234464,1
Zosma02g10370.1,1.992698926866227,3.9643859529896077,5.915970534878243,1
Zosma02g00120.1,1.92656339106648,3.7774545342155212,5.4696670847844775,1
Zosma04g00260.1,1.9685493379619845,3.84835362373388,5.561965227585105,1
Zosma03g15180.1,1.9980231308987801,3.976164170240638,5.914439178866203,1
Zosma01g10840.1,1.9909667096463721,3.880741388158889,5.694524638937106,1
Zosma04g20160.1,1.9968901054736143,3.9448821298185073,5.8181278417759446,1
Zosma06g08180.1,1.985163421978456,3.9174198098587665,5.8030379034462625,1
Zosma06g03300.1,1.95478221580828,3.870739943198535,5.773850691803539,1
Zosma01g38470.1,1.9918757540067564,3.9534302652287234,5.858749093747627,1
Zosma05g17460.1,1.9775331621840797,3.9211982427500183,5.847846390598488,1
Zosma05g03740.1,1.9918478381549418,3.9478908627469296,5.879361116417886,1
Zosma01g04560.1,1.9861734388251218,3.950009141137162,5.86034014398525,1
Zosma05g27530.1,1.9691621077389656,3.8741959880551007,5.65403306004837,1
Zosma06g23920.1,1.967880704311441,3.9017751703373706,5.74401301083094,1
Zosma02g01780.1,1.9242625650885612,3.810859591234818,5.44208841186516,1
Zosma01g29870.1,1.9696901845851553,3.8793089704362815,5.677064339589688,1
Zosma06g28890.1,1.9875835024306678,3.95357629626423,5.899181263704211,1
Zosma05g10250.1,1.9642833130697317,3.894630476924547,5.780592169560212,1
Zosma05g32260.1,1.9442847126452911,3.8496707229224065,5.737756261224749,1
Zosma01g10330.1,1.9741876192184478,3.924410064579182,5.843787094362442,1
Zosma06g13110.1,1.9405325074384279,3.834682122460341,5.699237783837301,1
Zosma03g00390.1,1.9886221734567726,3.947905147634678,5.87010904175795,1
Zosma05g08540.1,1.9606770420015562,3.8879357535754857,5.780657924774917,1
Zosma06g27140.1,1.9848500272986098,3.9019457041078915,5.702991457509569,1
Zosma25g00120.1,1.9507280705038865,3.809043820234038,5.4990880737456855,1
Zosma06g17530.1,1.9638800344435305,3.901472974556947,5.823402595223061,1
Zosma04g08430.1,1.9709666194498172,3.914666194374706,5.771147842598318,1
Zosma04g22190.1,1.9845498283821983,3.9223416057160594,5.650134666095616,1
Zosma04g01050.1,1.9535944575017852,3.8629769951175636,5.724321719924685,1
Zosma723g00010.1,1.9848530656128462,3.9459796972914427,5.826608455772997,1
Zosma02g24570.1,1.9857145842421224,3.941107257660659,5.860602305504363,1
Zosma01g29610.1,1.9717444715333117,3.9119486331311895,5.817347018847958,1
Zosma05g32950.1,1.9969162485767438,3.971492197757133,5.891244018266717,1
Zosma02g24910.1,1.9413196763128475,3.8180842499143766,5.632618187436555,1
Zosma04g08230.1,1.987038617900126,3.8966912566508083,5.674569223519042,1
Zosma01g19610.1,1.9861123524447202,3.9393451704315074,5.835663242638579,1
Zosma06g18050.1,1.9917161728024468,3.9522806331444924,5.870479778506951,1
Zosma02g13140.1,1.981713304222927,3.9325737287268403,5.8420137844723445,1
Zosma03g18620.1,1.9767063068625992,3.8953186358473464,5.754334900796626,1
Zosma02g11760.1,1.9896307094469234,3.959539477401183,5.914406249659643,1
Zosma01g17750.1,1.944996975156545,3.838212725686509,5.69604981242786,1
Zosma06g07240.1,1.9469952590273767,3.8715394428211316,5.7484989925825944,1
Zosma02g06700.1,1.9657037126440495,3.896685450083104,5.785169079514534,1
Zosma01g00670.1,1.9942313922630086,3.961431933497739,5.840206969144198,1
Zosma02g15840.1,1.995160038795608,3.9466998841834955,5.83302233936773,1
Zosma05g01600.1,1.969652873127632,3.88228569492783,5.751612871184166,1
Zosma06g15220.1,1.9503530351023337,3.830023063175277,5.549317839685047,1
Zosma05g18960.1,1.9788192783653074,3.9200600844138846,5.760255355753257,1
Zosma01g40775.1,1.954836833253367,3.8662333719541406,5.740233047438828,1
Zosma01g04480.1,1.9654853837867643,3.888609243750576,5.7864894985472874,1
Zosma04g13640.1,1.9770303317294171,3.917284252948756,5.7219595981551725,1
Zosma06g21410.1,1.9638127382902675,3.892654668152408,5.801810693344666,1
Zosma07g01320.1,1.9559268104865786,3.8858196808748837,5.774559997750807,1
Zosma01g00910.1,1.995941243975807,3.972418383126353,5.906898362275761,1
Zosma01g00980.1,1.932738163213496,3.8303469861795274,5.714197447065415,1
Zosma03g27220.1,1.9581806599018803,3.8730806849704758,5.6994962700145475,1
Zosma04g20760.1,1.9562167060233457,3.871204579893227,5.757347030343873,1
Zosma07g00730.1,1.974507503819245,3.9020080345977854,5.77724250695159,1
Zosma01g15300.1,1.895921004994186,3.7491150485553724,5.555957476412531,1
Zosma03g33260.1,1.9776269852765902,3.9267348535458897,5.841921947186316,1
Zosma06g30400.1,1.9909434796480596,3.924117532892323,5.809987060034452,1
Zosma06g27800.1,1.9918994538200139,3.9571745194237016,5.888627537279525,1
Zosma01g33820.1,1.979893679590676,3.918487882198146,5.838181446950517,1
Zosma24g00080.1,1.9892461332990061,3.9634657054541873,5.921226256028317,1
Zosma06g29390.1,1.998494938866253,3.9741839025747976,5.888340270682912,1
Zosma01g36830.1,1.9936960219676243,3.9244153292180703,5.7734267706378155,1
Zosma06g11040.1,1.9656842760531696,3.8916709832884524,5.780694764998225,1
Zosma05g27270.1,1.9753568602636946,3.9259459234957417,5.841473140676776,1
Zosma06g22040.1,1.9559760232686356,3.8684099203187916,5.761028511222418,1
Zosma01g29760.1,1.9864204317374012,3.942891107973571,5.853801570381421,1
Zosma04g03260.1,1.9709154132034736,3.9205992089779063,5.856204100971873,1
Zosma02g04420.1,1.955724093508561,3.889466044677035,5.7561506881390345,1
Zosma05g20550.1,1.9652988015049757,3.8977922408220316,5.809474565732852,1
Zosma02g14110.1,1.9911151408065817,3.961152210779872,5.900051134860993,1
Zosma04g03070.1,1.9952995701143386,3.9166778752460965,5.696168234194698,1
Zosma02g20220.1,1.9905619263463958,3.9561405419522164,5.891698942656444,1
Zosma05g08240.1,1.9777757848151902,3.911976419099249,5.790907650396319,1
Zosma01g23640.1,1.9931160216059292,3.961229300849266,5.9040958852447005,1
Zosma04g05590.1,1.987851800458567,3.9168687280079175,5.792922945834176,1
Zosma03g04210.1,1.971851210312653,3.9157235877397323,5.840651638054777,1
Zosma02g02900.1,1.9694721062776162,3.8838851773716576,5.762586976902642,1
Zosma03g03510.1,1.962279096685629,3.9127029569433023,5.837915315101644,1
Zosma03g21150.1,1.985894982226586,3.9426628596356807,5.832152086264744,1
Zosma03g10890.1,1.9844256692299957,3.8384706342016233,5.541420219013753,1
Zosma06g01360.1,1.997781027759701,3.9638899279715187,5.893196112727529,1
Zosma03g29280.1,1.9797574975554404,3.9330327949740136,5.796875732570368,1
Zosma01g17200.1,1.9484860191708437,3.8540548305349756,5.7238465320366965,1
Zosma02g03850.1,1.9817168845338946,3.9215107823222914,5.7753107129986425,1
Zosma06g23550.1,1.9771831775730346,3.9156175577588685,5.824720238889728,1
Zosma02g06670.1,1.9777638876463335,3.9135275637356575,5.738739827782637,1
Zosma01g02510.1,1.9779627730937943,3.900066922927684,5.764735617228229,1
Zosma05g30390.1,1.994056922432621,3.94827672719921,5.858364115491573,1
Zosma03g36130.1,1.9823628032364944,3.928785106639074,5.8393326202433355,1
Zosma05g10350.1,1.9377333732975066,3.793530700262842,5.585929702214399,1
Zosma01g08550.1,1.9976424547959284,3.972842145470191,5.843066364662863,1
Zosma22g00010.1,1.9733215173449326,3.928202969711766,5.865936362691997,1
Zosma05g10830.1,1.9925183965107536,3.9274467185876714,5.835633040265832,1
Zosma03g07600.1,1.996911155897761,3.95887613160361,5.879020272548584,1
Zosma05g21390.1,1.9959658055731777,3.9506469728106555,5.848219420793003,1
Zosma06g07210.1,1.9723203767827826,3.9100427506349824,5.823589539066665,1
Zosma06g10120.1,1.9486683798783915,3.8141402494525853,5.401010528711163,1
Zosma01g40440.1,1.9757937030525805,3.92734264279559,5.8664470703146385,1
Zosma07g04380.1,1.9209381555496232,3.7870768274273,5.548713401186433,1
Zosma01g11020.1,1.9975853200712932,3.9696029387222347,5.904770004030785,1
Zosma04g12390.1,1.9291393739567164,3.7505533236312156,5.432067142160737,1
Zosma06g18830.1,1.964159707796146,3.8857418751840465,5.775392278392919,1
Zosma06g18290.1,1.9677768450055015,3.8913513371445956,5.767435289425602,1
Zosma02g22400.1,1.9860537835770358,3.9207774649630833,5.7673041635647015,1
Zosma04g13230.1,1.9949605035303308,3.980864210797588,5.9273587909020335,1
Zosma06g23050.1,1.9681506075336224,3.895677602191018,5.723437221480438,1
Zosma03g16430.1,1.9741598286997446,3.9195882708917114,5.842438007294964,1
Zosma03g15820.1,1.9714692951362611,3.9132147374821793,5.842064019827688,1
Zosma13g00040.1,1.9445619148420106,3.8740456152124807,5.769373028727214,1
Zosma24g00140.1,1.9821512068807072,3.922782592768792,5.735744604787234,1
Zosma03g25990.1,1.9537158280719593,3.8776651766470587,5.723177762528315,1
Zosma03g02290.1,1.9994034973282668,3.975934807829989,5.908750078884989,1
Zosma02g07290.1,1.9839721029260755,3.9366423335893335,5.849434778744456,1
Zosma176g00040.1,1.9971674104120303,3.9599013598369837,5.852508000372229,1
Zosma05g18100.1,1.9902430064881698,3.935670236464889,5.802201905459462,1
Zosma04g17770.1,1.989483180523803,3.9523617798027453,5.867611018532137,1
Zosma03g11860.1,1.9893141931144451,3.9256163831549893,5.582801685898697,1
Zosma04g15950.1,1.9747436736734545,3.9088073746464542,5.804633974562412,1
Zosma02g25610.1,1.9823034159942512,3.9380576864153984,5.876350434134919,1
Zosma02g12470.1,1.9973822318218866,3.9587955201753076,5.904778471185258,1
Zosma03g25560.1,1.9848764003293655,3.930751661960714,5.838483436256432,1
Zosma07g00750.1,1.9707377775062547,3.920881824283778,5.813555595642655,1
Zosma05g30630.1,1.949837291040091,3.8626111731624917,5.754005832775983,1
Zosma03g14310.1,1.9366349225559765,3.8035767863951335,5.6139373700928825,1
Zosma24g00050.1,1.9421219953897138,3.8396822919536473,5.697110126161939,1
Zosma01g31210.1,1.9988385602504735,3.9587848512495634,5.889240414831386,1
Zosma03g31550.1,1.9956528905953235,3.970000388328654,5.912529971296735,1
Zosma06g20210.1,1.994286116004495,3.955938432697596,5.897132057846031,1
Zosma02g04440.1,1.988778349099303,3.9497675967531207,5.880270778526139,1
Zosma05g14800.1,1.8649775605651955,3.6731773033169843,5.404571202421671,1
Zosma04g17190.1,1.9897390915529152,3.9454703176602033,5.853479791020023,1
Zosma02g08620.1,1.9681240086589327,3.882603040625913,5.728993361898255,1
Zosma03g35510.1,1.9660702104276033,3.9032957346620853,5.803338411242435,1
Zosma02g07780.1,1.991132695001354,3.9336294166065464,5.791493577936807,1
Zosma01g09450.1,1.9981777130148044,3.9744887472977886,5.919490711767733,1
Zosma05g19830.1,1.9982980812315965,3.961931312567008,5.865422244659405,1
Zosma03g12250.1,1.9528718726203218,3.8661611313409083,5.7203765683884455,1
Zosma03g29040.1,1.9727433872753393,3.908891693784089,5.830964436743991,1
Zosma05g23190.1,1.9803995326575201,3.929864661386856,5.83151048671295,1
Zosma03g09100.1,1.983467003607873,3.9412016243920736,5.868912879036317,1
Zosma01g36510.1,1.9980627333359744,3.9548925477680172,5.838966329509216,1
Zosma372g00170.1,1.9625630276009247,3.9152659037669952,5.765163357259449,1
Zosma03g23200.1,1.9871172919135383,3.940517218059105,5.862693831973601,1
Zosma04g04070.1,1.9518797323500063,3.878281425973846,5.7781003914979765,1
Zosma01g13240.1,1.9640602974493127,3.895180566059615,5.806657680126005,1
Zosma04g01300.1,1.9562041579143008,3.872220643028664,5.7734262632765665,1
Zosma02g21690.1,1.9759375105261319,3.922856142332271,5.839244996100616,1
Zosma02g09750.1,1.9655378513614932,3.921721999369372,5.836161301926335,1
Zosma01g29470.1,1.9992417524390356,3.971748220861977,5.922160695596474,1
Zosma03g24660.1,1.9706779695345298,3.9066041602444432,5.81722769407176,1
Zosma01g24470.1,1.9716067351780682,3.868551555272124,5.584299389067513,1
Zosma05g03420.1,1.985023440690151,3.931003543878475,5.802834445985844,1
Zosma02g00690.1,1.9951768898175022,3.9593402378929228,5.876605283686242,1
Zosma04g09450.1,1.8993896316712873,3.7662017404557675,5.5551089652993575,1
Zosma03g23350.1,1.9916457807672598,3.9390385263253047,5.8372159823330545,1
Zosma04g14620.1,1.823059406402869,3.5103737514663864,4.970527838860773,1
Zosma06g28060.1,1.965126481788584,3.920356976761336,5.824528958807909,1
Zosma03g29220.1,1.9612958663136775,3.8788309629607385,5.787232812748244,1
Zosma01g07280.1,1.9457758820822884,3.8503036487331546,5.742200574750365,1
Zosma07g03550.1,1.9985986377885983,3.9699754121186226,5.892501083381991,1
Zosma01g34960.1,1.9785366474837716,3.922539402543441,5.84514730639169,1
Zosma01g09260.1,1.9741123465696244,3.910812405823599,5.803189763677892,1
Zosma06g20040.1,1.992094742897216,3.9586953819533126,5.862999533833569,1
Zosma03g04400.1,1.9789689794431193,3.920903370091136,5.82464001431459,1
Zosma06g13240.1,1.9476824322219837,3.861170031057397,5.755346801910234,1
Zosma273g00020.1,1.9902253144666604,3.9396757668492306,5.820252890562754,1
Zosma04g01250.1,1.9537953969573834,3.861938788051203,5.748299114673982,1
Zosma01g24220.1,1.9494949755854507,3.8481431281693967,5.7150224235360065,1
Zosma01g19600.1,1.974921925017882,3.91074214025846,5.826280179402592,1
Zosma01g04460.1,1.9807392529564458,3.9367242236569004,5.846559610765029,1
Zosma03g12380.1,1.960933555214873,3.851440700981893,5.655489326612814,1
Zosma06g10240.1,1.9867362564042077,3.952955564152239,5.886867529259452,1
Zosma02g22260.1,1.7095241185396626,3.375384210886029,4.907824512561114,1
Zosma04g13530.1,1.9960868639159566,3.958000518936704,5.855339026561144,1
Zosma04g20500.1,1.9728956655207064,3.8996785498953326,5.776306591713651,1
Zosma04g21460.1,1.959019363085768,3.884657813469034,5.788057848047593,1
Zosma01g32740.1,1.9813799572987854,3.929194852390104,5.7993618045780435,1
Zosma06g24990.1,1.9876811752473407,3.9311851540244724,5.829066446177631,1
Zosma04g26700.1,1.9881788104950067,3.946320247257749,5.876249654002188,1
Zosma02g02260.1,1.9935139258084247,3.966582036277825,5.89347043178899,1
Zosma01g39480.1,1.9670377937265866,3.904866272269627,5.828247327166862,1
Zosma01g23900.1,1.9894103304597839,3.9454383783714255,5.837124158438131,1
Zosma06g16320.1,1.967679166822709,3.8924236486807144,5.779657122895885,1
Zosma05g14400.1,1.9494678744732234,3.8549230712934826,5.739880835847321,1
Zosma36g00020.1,1.9645704107986899,3.8709038598491787,5.735103131906426,1
Zosma02g00980.1,1.9905901943961668,3.954615208646288,5.9006366821587966,1
Zosma03g00490.1,1.975535890017884,3.912847939353044,5.833449330950002,1
Zosma06g17200.1,1.9673443152168222,3.864502195857785,5.700420838341649,1
Zosma01g07250.1,1.9581094999113333,3.887936301770471,5.728920941217252,1
Zosma03g03870.1,1.970839614204416,3.892204656247328,5.72953834658738,1
Zosma01g30400.1,1.99471905645867,3.945608279595592,5.874860018554407,1
Zosma01g28440.1,1.9748854784973542,3.903393316256877,5.789792403633018,1
Zosma03g07630.1,1.9800919944239646,3.894181806468632,5.7395802472404,1
Zosma01g09730.1,1.9690216956721052,3.9032942704398224,5.795273566506637,1
Zosma03g08750.1,1.9689124469454775,3.8926428018678525,5.788488034345163,1
Zosma01g26860.1,1.9848628261123573,3.940896399916087,5.874885599127921,1
Zosma02g03880.1,1.9104411986393428,3.7758192338144427,5.621175713162143,1
Zosma06g23280.1,1.990962536862638,3.9660139258638276,5.909452107043834,1
Zosma01g08810.1,1.9462868694371864,3.8499825593326,5.718211534095424,1
Zosma01g27930.1,1.9513302313515428,3.8841303878614286,5.690081319332826,1
Zosma05g05330.1,1.9801165094921707,3.9062627506638252,5.781695624254858,1
Zosma03g04880.1,1.9431808729757876,3.8553815704010934,5.602262066517102,1
Zosma06g23040.1,1.963403724766744,3.9049320026799235,5.807497338357989,1
Zosma04g18230.1,1.9961271699313607,3.9718391431985487,5.907548524472468,1
Zosma01g17840.1,1.984471639701979,3.9314296188144766,5.842593055685691,1
Zosma06g22350.1,1.9580284678410025,3.8860451753514997,5.789206753035706,1
Zosma06g07820.1,1.9771408459064965,3.911232635652662,5.8243262013829975,1
Zosma01g38640.1,1.9981270864864746,3.972472610327533,5.925051126925347,1
Zosma06g07100.1,1.9658593118984133,3.865023731156775,5.677411493843298,1
Zosma03g25340.1,1.9960682135881913,3.9751921183910524,5.931712052436465,1
Zosma01g40280.1,1.959551470148602,3.8835809289824623,5.796140705877134,1
Zosma04g19970.1,1.9520968064864062,3.8769169799315115,5.768934478766854,1
Zosma03g26980.1,1.953396011542075,3.8715103560478603,5.782740121041954,1
Zosma04g05620.1,1.975501814736666,3.922662284610958,5.735672858781722,1
Zosma01g34000.1,1.984163232829489,3.9359959999709306,5.857363519318108,1
Zosma01g15860.1,1.9978764348886382,3.975100480359163,5.931153930344822,1
Zosma06g10110.1,1.983069539279995,3.8246065730421814,5.590513706213508,1
Zosma02g25200.1,1.992955243814496,3.9657666049001983,5.876713847047503,1
Zosma06g17150.1,1.9940256327681136,3.9552013512851154,5.812899803358983,1
Zosma05g18700.1,1.9716710793384977,3.893889895387175,5.674718584616837,1
Zosma04g14420.1,1.9937190437423733,3.937437721790267,5.826615064423414,1
Zosma02g24030.1,1.9411255078960818,3.833683553452633,5.670099955036773,1
Zosma02g06020.1,1.9722957771799279,3.8878266409864417,5.681597006151107,1
Zosma05g06700.1,1.987828610915253,3.9484574721527568,5.875654014696115,1
Zosma06g05920.1,1.9939602736731774,3.905997046700152,5.75056094197761,1
Zosma06g24910.1,1.996810513754973,3.974196052739278,5.92088405931819,1
Zosma05g24160.1,1.9771233332695723,3.923440955818354,5.837958821841656,1
Zosma07g03930.1,1.9919238949909093,3.833277514092797,5.354194376512471,1
Zosma01g03400.1,1.9939796556963945,3.948583450227109,5.830647586679976,1
Zosma02g16160.1,1.9943456641275406,3.9443745539770196,5.867030154056079,1
Zosma06g27560.1,1.9937712422383969,3.940538457199571,5.847243693023322,1
Zosma03g15190.1,1.9776903850770342,3.9389950642389726,5.820392697332215,1
Zosma03g21880.1,1.982535455024654,3.9398788651319627,5.871313699644331,1
Zosma02g16120.1,1.9572131793748113,3.8934208167884368,5.789374221081967,1
Zosma01g24120.1,1.9834925556267708,3.9278176125049384,5.8147470164352715,1
Zosma03g34330.1,1.973704219458502,3.880232491210674,5.7551294706459855,1
Zosma01g02780.1,1.935163892849001,3.802689944719879,5.622759839537612,1
Zosma04g03700.1,1.9177170476645262,3.8012483827299186,5.591004453763546,1
Zosma05g32550.1,1.963339494344057,3.880639539616724,5.773125021129434,1
Zosma01g39190.1,1.9435354317640834,3.8153142571050753,5.6059395229301545,1
Zosma04g05440.1,1.9696412098972522,3.9054687930048555,5.811092185120851,1
Zosma05g27670.1,1.9641792988497642,3.8914259264460314,5.789132294997275,1
Zosma03g06070.1,1.9860406373093855,3.9525553721500413,5.8845956528056105,1
Zosma01g21490.1,1.9628341981694217,3.887608343550539,5.775359676281863,1
Zosma06g14020.1,1.9723884940977738,3.89301749393836,5.720730486856124,1
Zosma06g10040.1,1.994398703670551,3.965662539709916,5.904068182691108,1
Zosma05g04410.1,1.9561707160360022,3.8576350647578854,5.655100828258642,1
Zosma11g00330.1,1.9929024065353411,3.9357186784064178,5.848621575885454,1
Zosma52g00270.1,1.9712780976366944,3.9228536339398867,5.837189337905923,1
Zosma05g06760.1,1.988845884204793,3.918669034039846,5.810271471887279,1
Zosma05g28210.1,1.9926784359786867,3.9670052946852468,5.898926483254683,1
Zosma03g03270.1,1.9925725110540546,3.962959057159334,5.868647167726612,1
Zosma02g21240.1,1.973001438262995,3.906899854106906,5.8032844093304865,1
Zosma03g06690.1,1.9964885359335278,3.9699565599293596,5.917290121645956,1
Zosma06g20270.1,1.9821258121512195,3.9339642433592963,5.848047556262478,1
Zosma05g05590.1,1.97216603667244,3.866778080248325,5.592963981070596,1
Zosma06g02420.1,1.9735064432883584,3.904928613701807,5.804963311003596,1
Zosma02g04990.1,1.9791210994357828,3.92320847265489,5.797535879563148,1
Zosma03g12730.1,1.982393863958537,3.9499225084179708,5.861137498983642,1
Zosma05g03830.1,1.909127430291071,3.804958368289336,5.6145992217696366,1
Zosma06g10130.1,1.9971350970228747,3.957145809159602,5.848449480563188,1
Zosma04g22840.1,1.9882471233077301,3.939246987091797,5.85943961995207,1
Zosma1065g00010.1,1.9600970713594235,3.8851143521260414,5.782140808327594,1
Zosma05g18990.1,1.9463649655260304,3.8538523911628264,5.734264559149677,1
Zosma01g14300.1,1.982262983713185,3.9208462360093668,5.702406622767917,1
Zosma01g11890.1,1.9765480126590909,3.9268506257719014,5.832204062181283,1
Zosma06g27310.1,1.9612390071758308,3.8974531775578556,5.8100169796871635,1
Zosma01g23580.1,1.9914513214774965,3.951906619004925,5.863907030735196,1
Zosma01g42820.1,1.980867113669916,3.9254806163317344,5.8430344489184245,1
Zosma05g02700.1,1.9869944050927995,3.9575234586924997,5.907174134081689,1
Zosma04g20430.1,1.9152919597964115,3.74516435567765,5.506447880540898,1
Zosma07g04470.1,1.9759649578675176,3.8992446545207047,5.757081094738013,1
Zosma01g21520.1,1.9568479732147153,3.8640156217370194,5.730925962152021,1
